ano,fonte,geracao_gwh,participacao_geracao_pct,crescimento_anual_pct,renovavel,capacidade_mw,geracao_por_mw
2020,Solar fotovoltaica,10748.341462,1.7094404740485323,61.51797628626004,true,3287.114249999999,3.2698
2020,Térmica,150530.875511,23.940770034354948,-3.744158669543318,false,43057.099389999974,3.4961
2021,Eólica,72285.974869,11.012550575378564,26.704785156113296,true,20771.078859999998,3.4801
2021,Hidráulica,362818.451097,55.27429836323242,-8.467289741585304,true,109350.07824000003,3.318
2021,Nuclear,14704.587598,2.240199636326764,4.639636173415185,false,1990.0,7.3892
2021,Solar fotovoltaica,16752.28087,2.5521595394978727,55.8592172497171,true,4632.24556,3.6164
2021,Térmica,189835.00880399998,28.920791885564366,26.110346571476526,false,44866.32528999999,4.2311
2022,Eólica,81631.568663,12.05496193949752,12.92864046025044,true,23744.12386,3.438
2022,Hidráulica,427113.549289,63.07409823004338,17.7210111551936,true,109720.86599000002,3.8927
2022,Nuclear,14559.013213,2.1500058498680636,-0.9899929802846041,false,1990.0,7.3161
2022,Solar fotovoltaica,30126.461567000002,4.448932606712608,79.83498367049529,true,7387.110869999999,4.0782
2022,Térmica,123730.97005599999,18.272001373878428,-34.82183774450729,false,46284.492809999996,2.6733
2023,Eólica,95800.719249,13.528896574441587,17.357440041970264,true,28664.42386,3.3421
2023,Hidráulica,425996.087137,60.15880725293654,-0.2616311643262481,true,109857.35583,3.8777
2023,Nuclear,14503.722891,2.048203484012445,-0.3797669607898402,false,1990.0,7.2883
2023,Solar fotovoltaica,50632.887889000005,7.150333618426642,68.06782229102663,true,11476.974870002703,4.4117
2023,Térmica,121185.820215,17.113759070182777,-2.0570030606307133,false,47335.818009999995,2.5601
2024,Eólica,107654.031769,14.328357079017001,12.372884684917151,true,29532.62386,3.6453
2024,Hidráulica,421799.21623200004,56.13992979649777,-0.9851900127078483,true,109864.43583000002,3.8393
2024,Nuclear,15766.83702,2.0985082222835807,8.708895905504388,false,1990.0,7.923
2024,Solar fotovoltaica,70664.70172900001,9.405212815697848,39.562850698768685,true,12576.265200002708,5.6189
2024,Térmica,135450.702555,18.027992086503797,11.77108205786137,false,46239.04730999999,2.9294
