ano,regiao,estado,fonte,geracao_gwh,renovavel
2014,NORDESTE,Paraíba,Solar fotovoltaica,0.00787,True
2014,NORDESTE,Paraíba,Térmica,3284.685629,False
2014,NORDESTE,Pernambuco,Eólica,71.224165,True
2014,NORDESTE,Pernambuco,Hidráulica,2160.918572,True
2014,NORDESTE,Pernambuco,Nuclear,0.0,False
2014,NORDESTE,Pernambuco,Solar fotovoltaica,1.252072,True
2014,NORDESTE,Pernambuco,Térmica,10486.481818,False
2014,NORDESTE,Piauí,Eólica,279.133714,True
2014,NORDESTE,Piauí,Hidráulica,583.299197,True
2014,NORDESTE,Piauí,Nuclear,0.0,False
2014,NORDESTE,Piauí,Solar fotovoltaica,0.0,True
2014,NORDESTE,Piauí,Térmica,128.0085,False
2014,NORDESTE,Rio Grande do Norte,Eólica,3742.355505,True
2014,NORDESTE,Rio Grande do Norte,Hidráulica,0.0,True
2014,NORDESTE,Rio Grande do Norte,Nuclear,0.0,False
2014,NORDESTE,Rio Grande do Norte,Solar fotovoltaica,0.895269,True
2014,NORDESTE,Rio Grande do Norte,Térmica,3284.6738330000003,False
2014,NORDESTE,Sergipe,Eólica,65.190841,True
2014,NORDESTE,Sergipe,Hidráulica,5585.929603,True
2014,NORDESTE,Sergipe,Nuclear,0.0,False
2014,NORDESTE,Sergipe,Solar fotovoltaica,0.0,True
2014,NORDESTE,Sergipe,Térmica,245.27829,False
2014,NORTE,Acre,Eólica,0.0,True
2014,NORTE,Acre,Hidráulica,0.0,True
2014,NORTE,Acre,Nuclear,0.0,False
2014,NORTE,Acre,Solar fotovoltaica,0.0,True
2014,NORTE,Acre,Térmica,250.42345500000002,False
2014,NORTE,Amapá,Eólica,0.0,True
2014,NORTE,Amapá,Hidráulica,736.074699,True
2014,NORTE,Amapá,Nuclear,0.0,False
2014,NORTE,Amapá,Solar fotovoltaica,0.0,True
2014,NORTE,Amapá,Térmica,1196.8776730000002,False
2014,NORTE,Amazonas,Eólica,0.0,True
2014,NORTE,Amazonas,Hidráulica,1465.936473,True
2014,NORTE,Amazonas,Nuclear,0.0,False
2014,NORTE,Amazonas,Solar fotovoltaica,0.0,True
2014,NORTE,Amazonas,Térmica,7538.569450999999,False
2014,NORTE,Pará,Eólica,0.0,True
2014,NORTE,Pará,Hidráulica,40430.884558,True
2014,NORTE,Pará,Nuclear,0.0,False
2014,NORTE,Pará,Solar fotovoltaica,0.0,True
2014,NORTE,Pará,Térmica,1520.343289,False
2014,NORTE,Rondônia,Eólica,0.0,True
2014,NORTE,Rondônia,Hidráulica,13059.951385,True
2014,NORTE,Rondônia,Nuclear,0.0,False
2014,NORTE,Rondônia,Solar fotovoltaica,0.02709,True
2014,NORTE,Rondônia,Térmica,2087.886401,False
2014,NORTE,Roraima,Eólica,0.0,True
2014,NORTE,Roraima,Hidráulica,18.461017,True
2014,NORTE,Roraima,Nuclear,0.0,False
2014,NORTE,Roraima,Solar fotovoltaica,0.0,True
2014,NORTE,Roraima,Térmica,226.177097,False
2014,NORTE,Tocantins,Eólica,0.0,True
2014,NORTE,Tocantins,Hidráulica,11958.377706,True
2014,NORTE,Tocantins,Nuclear,0.0,False
2014,NORTE,Tocantins,Solar fotovoltaica,0.199519,True
2014,NORTE,Tocantins,Térmica,269.347692,False
2014,SUDESTE,Espírito Santo,Eólica,0.0,True
2014,SUDESTE,Espírito Santo,Hidráulica,1657.873758,True
2014,SUDESTE,Espírito Santo,Nuclear,0.0,False
2014,SUDESTE,Espírito Santo,Solar fotovoltaica,0.013849,True
2014,SUDESTE,Espírito Santo,Térmica,9944.208552,False
2014,SUDESTE,Minas Gerais,Eólica,0.200884,True
2014,SUDESTE,Minas Gerais,Hidráulica,36504.168877,True
2014,SUDESTE,Minas Gerais,Nuclear,0.0,False
2014,SUDESTE,Minas Gerais,Solar fotovoltaica,1.26776,True
