ano,fonte,geracao_gwh,participacao_geracao_pct,crescimento_anual_pct_x,renovavel,capacidade_mw,participacao_capacidade_pct,crescimento_anual_pct_y
2022,Nuclear,14559.013213,2.1500058498680636,-0.9899929802846041,False,1990.0,1.0522052784101663,0.0
2022,Solar fotovoltaica,30126.461567000002,4.448932606712608,79.83498367049529,True,7387.110869999999,3.9059080651332225,59.47148686996633
2022,Térmica,123730.97005599999,18.272001373878428,-34.82183774450729,False,46284.492809999996,24.47275760965798,3.160872905978973
2023,Eólica,95800.719249,13.528896574441587,17.357440041970264,True,28664.42386,14.380777788916651,20.722179639101658
2023,Hidráulica,425996.087137,60.15880725293654,-0.2616311643262481,True,109857.35583,55.11480818122318,0.12439734116973522
2023,Nuclear,14503.722891,2.048203484012445,-0.3797669607898402,False,1990.0,0.9983716379480071,0.0
2023,Solar fotovoltaica,50632.887889000005,7.150333618426642,68.06782229102663,True,11476.974870002703,5.75793276364458,55.36486553372531
2023,Térmica,121185.820215,17.113759070182777,-2.0570030606307133,False,47335.818009999995,23.74810962826757,2.2714415480703964
2024,Eólica,107654.031769,14.328357079017001,12.372884684917151,True,29532.62386,14.751385578237219,3.028841619982936
2024,Hidráulica,421799.21623200004,56.13992979649777,-0.9851900127078483,True,109864.43583000002,54.87669033224299,0.006444720926079839
2024,Nuclear,15766.83702,2.0985082222835807,8.708895905504388,False,1990.0,0.9939942160185717,0.0
2024,Solar fotovoltaica,70664.70172900001,9.405212815697848,39.562850698768685,True,12576.265200002708,6.281776315536853,9.578223725776503
2024,Térmica,135450.702555,18.027992086503797,11.77108205786137,False,46239.04730999999,23.096153557964364,-2.3169995705330515
2025,Eólica,116488.27131671723,15.013388949211496,8.206139057265794,True,34689.15385999999,16.064348484842185,17.460453309007097
2025,Hidráulica,401415.44982235896,51.735734510302464,-4.832575696022512,True,110162.98060999997,51.01584540776551,0.27173923731051985
2025,Nuclear,15834.116232,2.0407526266030476,0.42671343602180833,False,1990.0,0.9215576031013618,0.0
2025,Solar fotovoltaica,88140.51517683,11.359837531932904,24.73061234284968,True,20051.696570000007,9.28582584380151,59.44078986180801
2025,Térmica,154017.560831699,19.850286381950085,13.707465466382418,False,49044.92235999999,22.712422660489434,6.06819390371216
